Soil_Moisture,Nutrient_Level,Crop_Health,Temperature,Humidity,Precipitation,Yield_Percentage,Future_Temperature,Future_Humidity,Future_Precipitation
71,160,4,26,75,5,85,22,73,3
72,139,7,31,71,6,86,21,71,3
68,149,6,25,72,3,75,24,73,4
80,186,5,34,72,3,75,21,76,3
75,135,7,31,75,3,86,22,76,6
70,184,6,31,75,4,87,23,76,3
42,120,8,28,64,8,86,27,66,8
48,125,7,27,63,7,86,28,66,7
80,170,8,30,75,2,76,23,75,3
70,192,4,30,74,3,80,22,76,4
41,120,7,25,65,7,92,22,67,8
80,182,6,31,75,3,78,22,75,3
52,120,7,26,65,7,88,27,64,7
80,179,7,31,74,3,79,21,76,3
63,120,8,25,64,8,89,28,68,8
46,120,7,25,64,8,87,28,64,6
54,127,7,25,63,5,87,26,67,7
49,120,7,26,66,6,90,27,68,7
80,183,4,32,73,3,75,20,76,3
80,174,3,30,75,2,77,20,76,3
74,175,5,31,74,6,75,21,76,6
77,187,3,33,73,3,88,20,76,4
80,171,3,31,75,2,77,21,76,3
49,127,6,27,64,6,86,28,68,7
67,140,7,26,67,6,85,27,67,7
43,132,7,26,63,6,89,28,67,5
74,164,3,31,72,3,78,21,76,4
74,194,3,30,73,2,75,21,76,3
78,192,7,31,72,3,77,22,75,4
49,120,7,25,63,7,88,28,66,6
77,157,6,26,65,7,86,23,74,6
74,171,3,33,75,3,79,23,76,3
71,193,7,25,74,7,86,26,66,4
79,180,4,30,75,6,76,21,75,3
64,192,8,30,73,2,85,21,76,3
76,120,7,31,75,6,89,28,69,3
80,201,3,31,75,2,76,20,76,3
42,120,7,26,66,7,88,27,73,8
50,120,7,26,63,6,87,28,67,6
70,138,7,26,64,6,84,26,68,7
80,157,3,33,75,2,78,21,76,3
42,120,6,30,66,4,87,28,64,7
65,120,8,30,74,2,87,22,70,7
49,137,7,25,69,7,92,25,66,8
44,122,7,26,73,7,85,26,75,6
42,120,7,26,63,7,90,26,67,8
41,122,7,26,63,7,86,26,66,7
80,161,4,30,73,2,75,22,76,3
46,120,8,25,62,8,88,28,67,7
47,123,8,26,64,7,89,26,64,7
42,120,7,25,63,8,89,28,64,8
41,124,8,27,62,7,88,28,67,7
80,179,3,31,73,4,76,21,76,3
77,163,3,31,74,4,75,22,76,4
41,146,7,27,67,7,88,21,67,3
73,180,3,31,75,2,75,22,76,3
78,181,3,30,75,3,75,20,76,3
72,182,3,33,73,4,75,20,76,3
78,178,3,31,75,3,77,21,76,3
66,125,8,26,72,7,87,27,67,7
80,171,3,32,75,2,75,21,76,3
66,174,3,33,75,4,75,21,76,3
49,120,8,25,66,8,91,28,66,7
74,129,7,31,74,6,87,26,76,6
45,131,7,25,63,6,85,24,66,6
47,121,7,26,62,6,85,26,67,7
68,171,7,27,75,6,84,26,66,7
46,120,7,26,61,5,83,27,66,7
38,120,7,25,64,7,87,26,67,6
72,182,7,30,75,7,85,22,75,3
56,120,8,25,62,5,87,28,67,8
47,124,7,26,60,8,91,28,68,5
53,120,6,25,62,7,90,27,64,7
80,169,5,31,75,2,76,21,76,3
45,120,8,25,65,7,90,26,64,7
67,167,6,27,75,7,88,21,76,6
74,159,3,30,74,4,88,23,76,3
43,138,6,25,63,7,91,28,68,5
77,132,6,31,70,3,90,22,67,6
73,188,7,30,72,4,87,21,74,6
62,126,7,25,74,6,86,26,68,5
50,130,8,25,64,7,88,27,64,5
80,166,3,30,75,2,75,21,76,3
54,127,8,29,64,7,87,25,65,9
48,133,7,25,62,6,91,28,69,6
80,178,4,30,73,4,78,22,76,3
68,168,7,26,75,4,88,22,66,7
76,184,5,30,74,3,75,21,76,3
47,126,7,27,66,7,88,28,66,7
80,171,3,32,75,2,75,20,76,3
50,171,6,28,74,4,89,28,66,7
80,176,3,31,75,2,76,21,76,3
80,188,4,32,75,2,76,23,76,3
46,120,7,25,64,8,90,27,67,7
80,167,7,33,74,2,86,21,72,3
70,120,6,31,64,8,86,28,69,6
80,164,3,31,75,2,75,21,76,3
47,120,9,25,65,7,85,28,70,8
78,184,7,33,73,4,87,22,74,3
48,121,8,26,66,8,88,26,67,6
49,126,7,25,65,6,89,28,65,7
54,131,7,27,63,6,92,27,66,7
55,137,7,27,66,3,88,22,67,6
54,120,7,25,66,7,89,26,68,6
73,170,7,31,75,4,85,23,75,3
65,124,8,26,64,5,88,26,67,8
54,125,7,25,65,7,91,26,67,7
36,120,8,25,67,7,88,27,65,7
47,120,9,25,65,6,89,27,66,7
77,167,7,33,75,3,81,20,76,3
42,126,7,27,63,6,87,27,65,7
64,120,8,27,64,7,89,27,67,7
71,170,4,33,72,2,89,24,76,3
60,120,7,25,65,6,89,26,68,7
52,125,8,25,63,8,91,23,67,6
68,128,6,32,73,6,86,22,75,5
74,201,8,32,75,3,77,21,74,3
36,120,9,25,62,8,89,28,65,8
75,161,4,31,74,3,77,21,76,3
60,135,7,25,64,6,88,27,65,8
70,120,6,26,62,7,89,20,75,7
43,120,6,25,63,7,89,27,68,7
38,120,8,26,66,7,86,27,69,7
54,135,8,27,65,7,89,28,68,7
80,183,7,33,75,3,76,19,76,6
54,120,9,25,61,7,91,28,64,7
68,172,8,31,75,4,77,22,75,3
42,138,8,26,63,6,89,27,65,8
80,183,3,33,74,2,83,23,76,3
51,120,8,25,64,6,89,28,64,7
80,161,5,32,75,3,75,22,76,3
74,124,7,27,72,5,84,22,73,7
51,127,7,26,66,7,87,27,67,6
80,135,7,25,65,6,90,22,66,6
49,123,8,25,64,8,89,27,68,8
49,122,7,25,62,6,89,28,66,7
45,127,7,26,65,6,88,27,69,7
67,181,4,32,64,7,87,22,67,8
48,126,8,25,65,8,91,28,68,8
77,170,6,30,73,4,78,22,76,3
43,124,7,25,68,8,88,27,66,7
73,120,8,26,63,6,85,27,64,6
50,132,7,26,65,8,89,24,66,7
80,170,3,29,74,3,75,20,75,3
61,135,7,27,75,2,83,22,75,4
46,132,7,27,64,7,86,28,66,7
42,120,7,26,63,7,87,27,67,8
48,120,9,25,62,6,91,28,67,7
46,120,8,25,63,8,87,27,68,7
49,120,6,26,65,6,88,28,69,7
41,120,7,26,62,6,88,28,64,6
45,124,7,26,64,6,86,26,69,7
52,120,7,25,65,7,90,28,67,6
45,120,7,26,62,6,88,28,66,5
50,120,7,26,66,7,89,26,68,6
80,169,7,32,74,2,78,22,76,4
80,191,4,31,75,3,79,19,76,4
63,120,7,31,65,5,87,23,72,6
78,177,3,33,75,2,76,21,76,3
47,120,8,25,63,7,88,28,66,7
48,120,8,26,66,6,90,26,66,8
80,194,3,31,75,2,78,21,76,3
49,131,8,26,63,7,86,28,67,8
76,167,7,32,75,6,87,22,75,7
64,134,8,27,72,6,88,23,66,6
80,177,4,31,75,2,89,23,76,5
78,130,7,25,64,6,87,26,66,8
78,159,5,31,75,2,75,22,76,3
70,122,7,31,72,6,84,22,76,6
41,133,7,26,62,6,89,27,65,6
65,173,3,31,73,3,75,21,75,3
73,138,6,27,70,6,87,23,76,6
74,183,3,30,75,2,80,22,76,3
53,120,7,26,62,6,90,26,68,8
73,169,9,32,75,2,77,21,76,4
51,120,7,26,63,6,89,28,66,7
45,120,7,25,63,7,88,27,63,7
55,127,8,25,63,7,90,26,64,7
41,120,6,27,64,5,89,27,66,7
70,178,3,32,75,3,75,20,76,3
51,120,7,27,64,6,85,25,67,6
74,164,4,32,74,2,75,21,76,4
49,120,7,32,73,5,87,22,68,7
80,182,3,30,75,3,77,20,76,3
77,172,3,32,73,2,78,21,74,4
78,121,6,26,64,6,88,28,69,6
70,178,7,30,74,4,75,23,75,3
71,164,3,32,74,6,77,22,76,3
75,162,6,30,74,7,86,21,73,4
59,126,8,33,75,2,78,28,76,7
79,168,5,32,75,2,76,19,76,3
52,120,7,27,65,6,89,26,69,7
71,181,3,32,74,3,76,22,75,3
57,126,8,25,63,6,91,25,66,8
52,131,8,25,62,8,88,25,69,7
41,125,8,27,67,6,88,28,67,6
72,154,4,31,75,2,84,22,76,3
43,120,7,25,65,6,86,27,68,7
76,202,3,32,74,3,75,19,76,3
54,187,6,33,67,3,77,22,74,3
54,120,6,26,63,7,91,27,66,9
78,178,3,33,74,2,77,20,76,3
69,167,6,31,69,4,84,23,76,4
45,123,7,27,67,7,91,27,68,7
75,123,7,26,65,7,90,25,68,7
52,120,7,25,65,7,87,28,66,7
80,164,5,33,75,2,75,21,76,3
45,120,7,26,65,6,88,26,67,6
61,185,6,27,72,3,87,22,68,7
46,132,6,25,66,3,87,26,68,7
80,159,3,31,74,3,77,23,76,3
76,168,4,32,75,3,79,20,76,3
63,174,8,32,74,3,86,21,76,3
52,124,7,26,65,7,92,28,68,5
79,176,4,33,75,2,75,24,76,3
80,179,3,31,74,2,75,20,76,3
80,183,3,32,74,2,76,20,76,3
74,122,7,26,63,6,89,27,72,6
53,125,7,26,70,8,89,26,66,8
80,169,4,31,75,2,75,22,76,3
75,120,8,25,64,6,85,28,74,6
71,153,7,33,75,3,89,27,73,8
70,176,3,27,71,2,78,20,76,3
44,120,7,25,60,7,92,27,67,7
71,126,8,25,65,5,87,27,65,6
72,183,3,32,74,4,75,20,76,3
76,162,6,34,73,4,86,21,76,7
75,120,7,28,65,7,86,28,66,7
51,125,8,25,63,7,90,27,66,6
80,169,4,34,74,2,80,22,76,5
52,126,7,25,62,7,88,26,69,6
39,129,8,25,64,6,88,26,68,6
80,176,3,32,74,3,78,21,76,3
61,166,8,31,69,7,89,25,76,6
80,187,5,32,75,2,75,19,76,3
55,126,7,26,65,7,91,27,68,6
72,132,7,26,67,7,88,27,67,5
78,192,3,33,73,4,89,22,71,3
38,120,8,25,61,6,87,27,65,5
53,120,9,25,63,7,92,28,69,7
80,172,4,33,75,2,75,20,76,3
73,131,7,26,73,7,84,21,68,4
55,126,6,25,64,8,85,28,66,6
80,176,3,31,74,3,80,23,76,5
65,127,7,25,63,7,89,28,66,6
75,120,7,27,66,7,87,28,67,7
57,123,7,26,67,6,89,27,65,7
44,137,7,26,66,5,86,28,66,6
80,173,4,33,75,2,75,19,76,3
74,159,7,33,73,3,77,21,75,3
45,135,9,25,63,6,86,28,64,7
55,120,7,28,65,8,91,28,68,7
69,173,4,31,73,3,79,21,76,3
72,136,7,28,74,3,90,23,76,7
80,120,6,31,72,6,89,28,74,8
53,120,8,25,65,8,89,28,65,6
80,122,8,25,67,5,86,22,66,7
42,120,8,25,64,6,92,27,69,7
80,173,7,33,73,3,76,21,76,3
51,125,7,26,66,7,92,28,69,8
78,164,3,32,75,3,82,22,75,3
75,141,7,25,64,7,87,27,69,7
80,185,4,32,75,5,76,22,76,3
71,120,8,25,64,6,85,22,67,3
49,120,7,26,65,7,89,27,64,7
71,174,8,32,66,4,78,20,75,5
56,131,7,25,67,7,87,27,67,7
44,120,7,25,62,7,88,27,68,6
75,174,7,29,74,3,78,22,76,3
70,188,7,28,66,3,87,22,67,6
80,171,4,33,74,4,78,21,76,3
72,125,7,25,67,6,86,26,67,6
58,121,8,25,64,6,88,28,67,8
41,121,9,26,64,7,89,28,66,7
44,128,6,26,62,6,91,28,68,7
54,120,8,25,67,7,92,27,68,7
47,120,7,25,62,7,88,26,65,5
68,179,3,33,73,3,80,21,76,4
79,206,3,32,74,4,77,21,75,3
67,166,8,25,73,7,89,23,65,7
43,120,8,26,67,8,87,28,69,7
72,168,6,32,75,2,79,22,76,6
55,120,7,25,63,6,90,27,65,8
71,157,7,29,72,6,89,27,73,6
80,168,3,29,75,2,79,22,76,3
43,120,6,27,65,7,92,27,69,7
40,131,7,26,63,7,91,28,66,7
73,187,3,33,75,3,77,22,76,3
80,170,4,32,72,2,77,21,76,3
74,166,4,31,75,4,75,22,75,4
54,120,7,25,63,7,88,25,67,6
74,178,7,30,71,6,76,23,68,6
80,186,3,30,75,3,76,22,76,3
72,161,3,25,65,5,88,22,76,8
56,121,8,26,64,8,89,27,69,7
68,169,3,30,73,2,79,22,76,3
74,179,3,30,75,4,76,21,75,4
45,120,7,25,64,7,89,25,64,6
67,137,8,25,66,6,87,27,67,7
74,120,7,31,72,8,88,23,67,7
70,123,8,28,64,7,89,27,76,8
74,173,6,32,74,3,78,21,76,5
79,180,6,29,70,4,84,22,73,3
74,172,3,32,75,2,75,21,76,3
73,128,3,31,73,6,87,21,76,4
75,120,7,25,70,6,89,25,65,6
75,128,6,27,65,4,85,26,66,7
52,128,8,25,66,8,89,26,65,7
77,162,6,31,74,6,88,20,72,6
80,158,4,33,75,2,75,21,76,3
72,175,3,31,75,2,79,20,76,3
57,120,6,33,66,6,86,22,67,8
77,191,5,31,75,2,75,21,76,3
47,121,7,26,66,8,89,28,66,7
40,120,8,25,66,7,89,27,68,8
80,174,4,32,75,3,76,21,76,3
52,131,6,25,64,7,92,26,66,8
44,142,8,25,64,7,92,27,68,6
80,173,3,31,74,5,78,21,75,3
80,210,5,32,73,3,75,23,75,3
46,128,7,25,65,7,86,28,66,6
80,166,5,30,75,4,75,23,76,3
77,182,3,31,75,4,77,22,76,4
44,120,7,25,64,7,86,27,66,6
48,120,8,27,66,7,89,27,68,6
78,174,7,32,73,3,76,21,74,3
69,124,6,26,74,6,86,23,71,5
36,120,7,25,64,6,86,27,66,7
46,120,8,26,64,8,92,28,68,9
66,172,5,32,74,5,75,22,74,3
49,120,8,25,63,7,86,26,65,7
52,120,8,25,63,6,91,23,66,8
80,157,5,33,75,2,76,19,76,3
42,126,8,25,64,7,85,24,65,7
79,166,7,32,73,5,90,22,76,6
63,120,7,25,65,7,89,26,69,6
80,184,3,33,75,2,75,20,76,3
71,176,8,27,68,7,88,21,76,7
44,123,7,25,63,7,86,27,64,7
62,153,7,30,70,5,88,22,76,3
53,143,7,25,67,6,91,28,66,8
70,162,3,31,75,3,77,22,76,3
50,120,7,26,65,6,87,26,66,8
58,161,7,25,67,7,87,26,65,7
42,120,6,26,64,5,88,28,68,7
69,165,5,32,75,2,79,23,75,3
55,124,8,25,63,7,88,28,66,6
74,158,8,32,73,6,78,24,76,3
71,165,3,32,71,3,86,21,76,4
74,174,7,30,71,4,89,28,67,6
50,120,7,27,61,7,88,28,68,8
45,120,8,25,64,6,91,28,65,7
77,187,6,31,64,7,87,23,74,4
53,120,8,26,62,8,92,26,66,8
80,168,5,30,73,3,77,20,76,3
68,177,4,32,70,3,86,21,76,3
71,173,3,29,71,4,75,22,73,3
77,164,5,33,75,2,76,20,76,3
80,185,3,33,73,4,78,22,76,3
80,190,4,32,75,2,75,21,76,3
69,168,6,31,73,6,88,24,73,6
64,120,6,27,64,6,86,26,76,7
80,174,7,31,74,2,82,22,75,4
49,170,7,26,65,6,89,26,66,7
76,168,3,32,73,5,76,21,75,3
56,125,7,25,64,7,91,27,67,8
69,137,8,30,72,3,76,22,71,4
47,127,7,25,64,6,87,26,69,6
78,175,4,30,74,4,82,21,76,4
58,120,6,25,65,5,85,25,76,7
65,196,7,31,70,3,83,19,76,3
51,127,8,26,66,8,92,26,68,7
80,186,7,30,68,4,85,25,70,6
77,195,3,30,72,5,85,22,74,6
80,161,3,33,75,2,75,20,76,3
45,136,7,26,66,8,89,28,68,6
46,120,7,25,65,6,90,28,65,8
45,120,7,25,66,6,89,26,66,8
76,183,4,30,74,2,78,22,76,6
80,167,4,33,74,2,78,19,76,3
73,140,7,26,66,7,86,26,65,7
80,172,3,31,73,2,76,23,76,3
64,167,7,33,66,6,86,26,76,5
51,120,7,26,64,7,92,27,65,7
80,184,5,32,75,2,75,20,76,3
79,146,6,31,72,2,79,21,76,3
50,147,6,25,66,5,88,26,65,6
48,126,8,25,60,6,90,28,65,7
45,126,7,26,63,5,89,27,66,8
71,181,3,31,72,6,75,22,76,3
40,126,8,25,63,7,87,28,68,8
77,180,7,26,73,3,88,21,73,7
78,177,3,31,74,2,87,24,76,3
53,145,7,25,64,6,88,26,68,7
68,157,5,31,74,2,75,20,76,3
79,191,6,30,75,3,75,21,71,3
44,121,8,27,66,6,87,21,68,7
78,163,3,32,74,3,76,22,76,3
64,174,8,31,75,4,86,19,76,4
72,186,7,34,75,4,86,20,75,6
42,161,7,27,65,7,87,27,65,8
80,204,4,30,75,2,75,19,75,3
43,125,7,25,60,7,92,28,66,8
65,120,6,31,68,3,86,21,75,4
51,129,7,27,65,7,87,27,69,6
55,128,8,26,64,7,87,27,67,8
77,153,8,29,75,6,79,21,75,3
44,121,8,25,63,6,91,26,69,7
59,127,8,26,64,6,86,26,67,8
68,120,7,26,74,5,86,23,65,7
79,155,5,31,74,2,75,21,76,3
43,120,7,26,67,7,89,27,67,7
43,123,7,25,63,7,85,25,66,7
50,130,8,27,65,7,89,27,68,6
80,172,7,31,72,4,76,21,76,4
80,162,4,32,75,4,75,21,75,3
59,120,8,25,66,6,87,28,67,8
76,120,7,26,64,6,89,28,69,6
51,120,6,25,65,7,90,28,65,7
47,144,7,26,64,7,88,27,65,7
71,139,6,26,65,6,89,28,68,7
77,137,7,27,72,3,87,23,76,4
51,129,7,26,65,7,84,26,66,7
56,120,7,25,66,8,89,26,67,8
40,124,6,25,64,6,86,28,67,6
65,123,6,25,66,6,88,26,66,6
79,187,3,34,75,3,75,19,76,3
39,121,7,26,65,6,88,28,68,7
45,120,8,25,66,6,87,22,68,7
80,184,3,30,75,2,76,22,75,3
78,181,5,31,75,3,79,21,76,3
49,120,7,25,67,7,88,23,67,6
52,130,6,25,67,7,90,27,69,6
68,165,8,33,75,4,79,19,74,5
77,172,6,31,75,4,76,23,76,6
47,131,8,27,64,7,88,26,66,7
72,131,7,32,67,6,87,26,73,7
80,170,3,32,75,2,75,21,76,3
80,188,4,30,72,4,84,22,76,3
78,183,4,30,75,3,75,24,76,3
52,120,8,25,65,7,86,26,67,6
80,120,8,26,66,6,87,28,65,6
80,169,7,32,73,6,86,24,76,4
41,124,6,25,66,7,86,27,66,6
80,193,5,31,75,2,75,21,76,3
65,121,8,26,63,5,87,26,74,5
57,120,8,27,65,7,89,25,64,8
74,163,4,33,74,4,85,21,74,4
51,120,9,25,63,7,89,25,66,6
77,133,7,26,63,4,87,21,66,7
71,178,6,30,72,6,87,22,76,6
68,169,6,33,73,2,78,22,75,7
67,124,7,32,70,6,75,22,76,6
75,120,7,25,67,3,86,25,76,7
72,174,7,32,72,3,77,23,75,6
50,133,8,25,63,7,89,25,66,6
78,175,7,31,75,3,86,21,76,4
54,134,8,25,65,7,90,28,66,8
74,130,7,26,63,6,89,24,71,6
54,133,8,25,64,6,87,28,65,7
80,183,3,31,71,3,76,20,76,3
75,133,7,32,74,6,87,27,75,4
64,120,7,26,65,5,89,28,68,7
80,177,3,33,75,2,76,21,76,3
46,120,8,26,65,7,90,26,66,7
46,136,8,25,60,7,89,26,65,7
77,168,3,32,73,4,75,23,76,3
50,120,7,25,62,6,90,21,66,6
73,189,6,30,71,3,75,22,76,3
72,136,7,27,71,6,87,28,68,7
43,165,8,25,65,6,90,28,67,7
76,177,3,31,75,3,76,22,76,3
77,181,4,31,73,4,78,22,76,6
40,126,7,25,62,8,90,28,67,8
80,184,3,32,75,2,75,21,76,3
67,179,3,31,75,2,77,19,76,3
66,188,6,31,67,7,86,23,75,7
55,120,9,27,62,6,88,27,68,6
77,155,7,31,73,5,76,21,66,6
75,135,6,28,68,5,87,26,67,8
79,171,4,33,75,2,75,23,76,3
77,198,4,31,75,3,77,21,73,4
79,180,7,31,75,3,77,21,76,3
80,180,5,31,75,4,75,21,76,3
46,120,7,25,61,6,87,27,67,7
80,163,4,33,75,2,77,19,76,3
80,158,3,31,75,3,85,20,76,4
80,176,4,31,75,3,75,21,76,4
49,123,7,25,62,7,89,25,65,7
49,132,6,26,64,8,88,26,66,7
77,131,7,26,67,7,87,26,66,6
68,204,6,26,71,6,86,27,76,6
42,120,8,25,64,7,89,28,67,7
49,120,7,27,64,7,88,25,69,8
80,184,7,28,67,5,87,28,69,6
48,138,7,26,63,7,91,27,68,8
75,158,4,29,74,4,77,22,76,4
72,172,5,31,71,4,75,21,76,3
66,168,6,32,70,5,89,22,75,7
71,172,3,32,75,3,81,21,76,3
43,122,7,25,63,7,90,27,67,6
35,142,8,30,61,6,86,28,66,7
75,186,3,30,75,2,75,21,73,3
70,175,6,26,73,5,86,21,76,4
70,171,6,31,72,4,86,20,76,5
62,125,7,26,67,6,88,28,66,7
46,140,7,33,74,4,89,25,66,6
80,165,3,31,75,2,75,20,76,3
77,183,6,32,73,2,78,23,76,4
80,188,4,32,75,2,78,21,76,3
80,168,4,30,75,2,76,21,76,3
42,121,8,27,64,6,87,28,68,8
80,167,5,30,73,3,76,22,75,3
80,178,3,32,75,2,75,20,76,3
80,121,7,31,71,6,77,22,75,6
80,186,4,32,75,2,77,20,76,3
56,132,7,25,63,6,90,27,66,6
67,120,6,27,63,3,85,24,74,4
77,194,4,32,75,2,76,21,75,3
37,120,7,25,68,5,86,27,67,3
42,128,7,26,63,7,87,26,68,7
70,163,3,32,74,2,84,21,76,3
80,169,3,33,75,4,75,21,76,4
74,178,4,32,74,4,78,20,76,4
73,188,3,32,72,3,85,21,73,6
41,122,7,26,66,6,89,27,66,7
73,125,8,28,65,5,90,27,68,7
45,123,7,26,65,5,90,27,69,3
75,171,4,31,75,4,76,19,76,3
48,120,8,25,62,7,91,28,66,6
80,173,4,30,73,2,75,22,76,3
44,126,6,25,68,6,90,26,67,6
39,123,7,25,63,3,87,28,69,7
47,120,8,25,61,7,91,25,65,8
60,142,8,25,65,7,90,22,67,7
45,120,8,27,64,7,87,27,68,7
53,122,7,25,63,7,87,28,65,7
69,124,8,31,63,6,89,28,67,7
53,120,6,25,64,6,90,28,67,7
42,136,7,25,68,7,87,28,68,7
73,168,8,30,75,3,89,27,75,6
80,175,4,32,75,2,75,21,76,3
49,120,7,26,70,7,88,27,69,7
80,171,3,31,73,2,75,20,76,3
58,140,6,25,62,8,90,27,67,6
66,120,7,25,74,7,87,20,75,6
72,177,7,30,66,6,87,21,67,6
70,193,7,32,75,4,75,21,76,3
73,161,8,31,75,3,77,23,74,7
71,168,5,32,75,3,77,21,76,3
73,133,6,30,66,6,87,25,76,3
67,135,7,29,71,7,85,26,71,6
74,188,6,29,73,2,76,20,75,3
65,171,6,29,74,3,87,21,76,6
80,178,4,34,75,2,75,23,76,3
80,169,4,32,73,6,91,20,74,6
69,132,8,31,73,4,87,25,66,8
60,120,6,25,64,7,90,27,66,7
50,126,8,26,64,7,88,28,64,6
74,163,3,31,75,3,75,21,76,3
80,175,3,34,75,2,75,23,76,3
79,185,4,31,71,5,76,21,76,3
77,189,4,32,75,3,75,21,75,3
74,173,7,30,75,3,75,20,74,3
47,120,8,27,63,8,90,27,67,8
80,191,3,32,75,4,78,21,76,3
72,180,7,29,73,6,87,22,76,6
56,120,8,25,62,8,90,28,65,6
39,129,7,25,66,7,89,27,67,8
72,120,7,25,67,6,85,26,66,7
80,162,3,31,75,2,78,23,76,3
45,120,8,26,63,7,88,28,68,7
77,175,5,32,74,2,77,22,76,4
48,165,7,25,66,6,87,27,66,7
51,151,7,25,62,4,91,26,69,7
79,177,4,32,73,6,88,22,75,8
50,131,8,28,66,8,91,27,68,8
80,158,3,33,75,2,79,22,76,3
50,120,9,26,64,7,89,27,70,7
76,169,7,31,75,2,89,22,71,4
48,121,7,25,61,7,90,24,66,8
53,138,7,25,65,5,88,28,69,6
42,120,9,25,64,7,90,26,68,7
50,136,8,25,64,7,89,28,66,6
80,180,4,32,74,2,75,23,76,3
70,130,6,29,73,2,78,22,73,3
80,173,4,31,74,3,78,20,74,4
80,172,4,33,75,3,77,21,76,3
70,123,6,30,73,3,86,23,76,5
72,174,6,31,66,3,75,20,75,3
76,163,4,31,75,2,76,21,75,5
64,128,7,25,75,5,86,24,67,6
50,120,7,25,63,7,89,28,67,7
53,120,8,25,64,7,92,24,67,8
56,143,7,28,65,8,89,27,68,7
50,120,7,26,64,8,90,26,66,7
70,165,3,31,74,2,85,22,74,4
45,122,8,26,62,7,92,28,67,6
80,167,8,25,67,4,88,27,72,3
74,120,7,32,72,6,87,27,75,8
70,168,7,33,75,6,88,21,75,6
60,125,8,27,64,7,86,28,67,6
51,120,7,25,61,8,91,27,66,7
73,179,4,31,67,6,86,21,76,4
69,170,7,26,67,3,77,21,75,7
66,179,6,30,72,4,87,23,75,3
72,120,8,28,64,7,86,28,69,8
54,130,8,26,66,6,88,27,67,7
49,120,7,25,65,7,89,28,66,7
72,133,7,31,74,4,75,23,69,3
72,120,7,28,64,5,87,28,66,7
71,143,7,25,65,2,88,23,74,6
66,173,7,28,71,5,89,26,67,7
77,161,4,33,74,2,88,21,76,3
56,120,7,26,66,7,90,26,67,6
70,176,6,31,74,3,75,21,74,5
74,162,7,32,75,3,78,21,76,4
52,128,7,25,63,4,88,26,70,7
47,135,7,25,65,6,89,27,67,6
76,171,5,30,75,2,78,21,76,3
80,179,4,33,75,2,75,23,76,3
45,132,8,26,61,7,88,27,66,7
44,120,9,25,65,7,87,26,69,7
47,135,7,25,64,7,86,28,66,6
70,125,7,26,66,6,87,28,67,7
79,140,7,26,67,6,85,27,67,6
80,159,3,33,75,7,78,21,75,6
43,120,7,25,64,7,87,28,69,6
75,194,4,31,75,6,75,20,76,4
53,126,7,27,67,7,87,22,76,6
61,155,4,32,74,4,77,20,76,3
48,136,8,25,61,7,92,27,63,8
41,120,7,25,65,7,89,28,68,7
80,190,3,30,75,2,79,19,75,3
65,172,7,31,71,7,78,20,74,3
39,132,7,25,70,6,88,21,66,6
68,120,7,25,64,6,87,23,64,5
41,120,7,25,63,7,86,28,67,6
80,166,8,30,71,5,80,21,75,3
54,124,6,25,66,7,88,28,65,7
51,160,7,31,65,6,87,28,73,5
40,124,7,26,66,6,87,27,69,7
42,120,7,25,65,7,92,28,66,8
70,181,9,26,64,7,78,27,75,6
77,168,7,31,75,3,75,22,76,3
42,134,6,25,66,7,90,26,67,6
80,180,3,31,73,2,75,21,75,4
77,174,7,31,73,4,88,24,76,3
74,127,7,25,65,7,87,28,67,7
76,188,3,25,72,3,83,22,76,6
80,189,7,32,75,3,83,21,76,6
80,196,3,32,74,2,75,20,75,3
73,172,4,31,75,2,75,20,75,6
71,132,7,28,66,6,87,22,64,8
52,130,7,28,65,7,87,27,68,7
80,167,3,31,71,3,78,23,76,3
52,120,8,25,67,7,90,28,67,7
72,191,7,28,75,4,78,22,76,4
80,172,3,31,74,2,75,21,76,3
48,125,7,26,67,5,88,28,64,6
50,132,8,27,67,6,91,26,67,7
75,132,8,27,67,3,88,22,67,7
48,120,7,26,65,7,87,24,68,7
72,129,8,25,65,8,88,22,67,6
48,126,6,26,64,6,91,25,66,7
48,131,7,25,64,7,88,27,66,6
74,182,3,33,74,4,77,20,76,4
38,121,8,25,65,6,88,28,66,8
38,120,7,26,65,7,88,26,68,7
45,126,8,25,63,7,88,27,65,7
79,168,4,31,75,3,79,21,76,4
48,120,8,25,62,8,87,28,67,8
65,124,6,32,71,4,85,24,71,6
74,167,8,26,67,4,87,28,72,7
48,122,8,26,65,6,87,26,67,8
44,123,8,25,63,6,88,28,65,7
53,120,8,25,65,7,89,27,65,7
42,120,7,27,63,6,84,27,67,6
80,181,4,30,75,2,75,19,76,3
72,168,8,31,75,3,77,21,76,3
41,120,7,25,61,7,91,26,66,6
50,129,8,25,64,7,89,28,65,7
64,189,7,32,75,3,88,22,75,7
51,139,6,26,62,6,89,26,66,6
71,126,7,26,66,7,87,25,67,8
69,120,7,25,64,6,88,27,72,7
68,120,8,26,71,5,87,22,66,7
77,173,4,32,75,2,85,22,76,3
47,120,7,27,64,7,90,26,67,7
80,171,4,33,75,2,75,20,76,3
51,120,9,25,63,7,89,26,66,8
70,174,3,32,74,3,77,22,76,4
75,199,7,25,73,2,88,23,68,6
51,120,8,25,62,6,91,28,66,7
45,125,7,27,64,8,88,27,67,7
41,120,8,26,65,6,86,28,65,7
